id,state,lga,edited-ward
4362,Kogi,Kabba/bunu,Aiyewa
4363,Kogi,Kabba/bunu,Akutupa-Kiri
4364,Kogi,Kabba/bunu,Asuta
4365,Kogi,Kabba/bunu,Egbeda
4366,Kogi,Kabba/bunu,Iluke
4367,Kogi,Kabba/bunu,Odo-Akete
4368,Kogi,Kabba/bunu,Odo-Ape
4369,Kogi,Kabba/bunu,Odolu
4370,Kogi,Kabba/bunu,Okebukun
4371,Kogi,Kabba/bunu,Okedayo
4372,Kogi,Kabba/bunu,Okekoko
4373,Kogi,Kabba/bunu,Olle/Oke-Ofin
4374,Kogi,Kabba/bunu,Otu
4375,Kogi,Kogi . k. k.,Akpasu
4376,Kogi,Kogi . k. k.,Chikara North
4377,Kogi,Kogi . k. k.,Chikara South
4378,Kogi,Kogi . k. k.,Gegu-Beki North
4379,Kogi,Kogi . k. k.,Gegu-Beki South
4380,Kogi,Kogi . k. k.,Girinya
4381,Kogi,Kogi . k. k.,Irenodu
4382,Kogi,Kogi . k. k.,Kotonkarfe South East
4383,Kogi,Kogi . k. k.,Odaki-Koton Karfe
4384,Kogi,Kogi . k. k.,Tawari
4385,Kogi,Kogi . k. k.,Ukwo-Koton Karfe
4386,Kogi,Lokoja,Eggan
4387,Kogi,Lokoja,Kakanda
4388,Kogi,Lokoja,Kupa North East
4389,Kogi,Lokoja,Kupa South West
4390,Kogi,Lokoja,Lokoja - A
4391,Kogi,Lokoja,Lokoja - B
4392,Kogi,Lokoja,Lokoja - C
4393,Kogi,Lokoja,Lokoja - D
4394,Kogi,Lokoja,Lokoja - E
4395,Kogi,Lokoja,Oworo
4396,Kogi,Mopa moro,Agbafogun
4397,Kogi,Mopa moro,Aiyedayo/Aiyedaro
4398,Kogi,Mopa moro,Aiyede/Okagi
4399,Kogi,Mopa moro,Ileteju - 1
4400,Kogi,Mopa moro,Illeteju  - 2
4401,Kogi,Mopa moro,Odole - 1
4402,Kogi,Mopa moro,Odole - 2
4403,Kogi,Mopa moro,Okeagi/Ilai
4404,Kogi,Mopa moro,Orokere
4405,Kogi,Mopa moro,Takete Idde/Otafun
4406,Kogi,Ofu,Aloji
4407,Kogi,Ofu,Aloma
4408,Kogi,Ofu,Ejule Allah
4409,Kogi,Ofu,Iboko/Efakwu
4410,Kogi,Ofu,Igo
4411,Kogi,Ofu,Itobe/Okokenyi
4412,Kogi,Ofu,Ochadamu
4413,Kogi,Ofu,Ofoke
4414,Kogi,Ofu,Ogbonicha
4415,Kogi,Ofu,Ugwolawo  - 2
4416,Kogi,Ofu,Ugwolawo  - I
4417,Kogi,Ogori mangogo,Aiyeromi
4418,Kogi,Ogori mangogo,Eni
4419,Kogi,Ogori mangogo,Ileteju
4420,Kogi,Ogori mangogo,Obatgben
4421,Kogi,Ogori mangogo,Obinoyin
4422,Kogi,Ogori mangogo,Okesi
4423,Kogi,Ogori mangogo,Okibo
4424,Kogi,Ogori mangogo,Oshobane
4425,Kogi,Ogori mangogo,Oturu Opowuroye
4426,Kogi,Ogori mangogo,Ugugu
4427,Kogi,Okehi,Eika / Ohizenyi
4428,Kogi,Okehi,Obaiba  I
4429,Kogi,Okehi,Obaiba  II
4430,Kogi,Okehi,Obangede / Uhuodo
4431,Kogi,Okehi,Obaroke Uvete
4432,Kogi,Okehi,Oboroke Eba
4433,Kogi,Okehi,Oboroke Uvete - II
4434,Kogi,Okehi,Ohuepe / Omavi Uboro
4435,Kogi,Okehi,Ohueta
4436,Kogi,Okehi,Okaito / Usungwen
4437,Kogi,Okehi,Okuehu
4438,Kogi,Okene,Abuga/Ozuja
4439,Kogi,Okene,Bariki
4440,Kogi,Okene,Idoji
4441,Kogi,Okene,Obehira Eba
4442,Kogi,Okene,Obehira Uvetta
4443,Kogi,Okene,Obessa
4444,Kogi,Okene,Okene-Eba / Agassa/ Ahache
4445,Kogi,Okene,Onyukoko
4446,Kogi,Okene,Orietesu
4447,Kogi,Okene,Otutu
4448,Kogi,Okene,Upogoro/Odenku
4449,Kogi,Olamaboro,Imane I
4450,Kogi,Olamaboro,Imane II
4451,Kogi,Olamaboro,Ogugu  I
4452,Kogi,Olamaboro,Ogugu  II
4453,Kogi,Olamaboro,Ogugu III
4454,Kogi,Olamaboro,Olamaboro I
4455,Kogi,Olamaboro,Olamaboro II
4456,Kogi,Olamaboro,Olamaboro III
4457,Kogi,Olamaboro,Olamaboro IV
4458,Kogi,Olamaboro,Olamaboro V
4459,Kogi,Omala,Abejukolo  I
4460,Kogi,Omala,Abejukolo  II
4461,Kogi,Omala,Akpacha
4462,Kogi,Omala,Bagaji
4463,Kogi,Omala,Bagana
4464,Kogi,Omala,Icheke Ajopachi
4465,Kogi,Omala,Ogodu
4466,Kogi,Omala,Oji-Aji
4467,Kogi,Omala,Okpatala
4468,Kogi,Omala,Olla
4469,Kogi,Omala,Opoda/Ofejiji
4470,Kogi,Yagba east,Alu/Igbagun/Oranre
4471,Kogi,Yagba east,Ejuku
4472,Kogi,Yagba east,Ife Olukotun  I
4473,Kogi,Yagba east,Ife Olukotun  II
4474,Kogi,Yagba east,Ilafin/Idofin/Odo - Ogba
4475,Kogi,Yagba east,Itedo
4476,Kogi,Yagba east,Jege/Oke/Agi Ogbom/Isao
4477,Kogi,Yagba east,Makutu I
4478,Kogi,Yagba east,Makutu II
4479,Kogi,Yagba east,Ponyan
4480,Kogi,Yagba west,Ejiba
4481,Kogi,Yagba west,Isaulu Esa/Okoloke/Okunran
4482,Kogi,Yagba west,Iyamerin/Igbaruku
4483,Kogi,Yagba west,Odo  Egbe
4484,Kogi,Yagba west,Odo Ara Omi Ogga
4485,Kogi,Yagba west,Odo Egbe  I
4486,Kogi,Yagba west,Odo Egbe  II
4487,Kogi,Yagba west,Odo Ere Oke Ere
4488,Kogi,Yagba west,Odo Eri Okoto
4489,Kogi,Yagba west,Ogbe
4490,Kogi,Yagba west,Oke Egbe  I
4491,Kogi,Yagba west,Oke Egbe  II
4492,Kogi,Yagba west,Oke Egbe  III
4493,Kogi,Yagba west,Oke Egbe  IV
4494,Kwara,Asa,Adigbongbo/Awe/Orimaro
4495,Kwara,Asa,Afon
4496,Kwara,Asa,Ago/Oja/Oshin/Sapati/Laduba
4497,Kwara,Asa,Ballah/Otte
4498,Kwara,Asa,Budo-Egba
4499,Kwara,Asa,Efue/Berikodo
4500,Kwara,Asa,Elebue/Agbona/Fata
4501,Kwara,Asa,Gambari/Aiyekale
4502,Kwara,Asa,Ila-Oja
4503,Kwara,Asa,Odo-Ode/Aboto
4504,Kwara,Asa,Ogbondoroko/Reke
4505,Kwara,Asa,Ogele
4506,Kwara,Asa,Okesho
4507,Kwara,Asa,Onire/Odegiwa/Alapa
4508,Kwara,Asa,Owode/Gbogun
4509,Kwara,Asa,Yowere 11/Okeweru
4510,Kwara,Asa,Yowere/Sosoki
4511,Kwara,Baruten,Boriya/Shiya
4512,Kwara,Baruten,Gure/Gwasoro
4513,Kwara,Baruten,Gwanara
4514,Kwara,Baruten,Gwedebereru/Babane
4515,Kwara,Baruten,Ilesha
4516,Kwara,Baruten,Kenu/Taberu
4517,Kwara,Baruten,Kiyoru/Bwen
4518,Kwara,Baruten,Kpaura/Yakiru
4519,Kwara,Baruten,Okuta
4520,Kwara,Baruten,Shinawu/Tunbuyan
4521,Kwara,Baruten,Yashikira
4522,Kwara,Edu,Lafiagi 1
4523,Kwara,Edu,Lafiagi 11
4524,Kwara,Edu,Lafiagi 111
4525,Kwara,Edu,Lafiagi 1V
4526,Kwara,Edu,Tsaragi 1
4527,Kwara,Edu,Tsaragi 11
4528,Kwara,Edu,Tsaragi 111
4529,Kwara,Edu,Tsonga 1
4530,Kwara,Edu,Tsonga 11
4531,Kwara,Edu,Tsonga 111
4532,Kwara,Ekiti,Eruku
4533,Kwara,Ekiti,Isapa
4534,Kwara,Ekiti,Koro
4535,Kwara,Ekiti,Obbo-Aiyeggunle 1
4536,Kwara,Ekiti,Obbo-Aiyeggunle 11
4537,Kwara,Ekiti,Obbo-Ile
4538,Kwara,Ekiti,Oke-Opin/Etan
4539,Kwara,Ekiti,Opin
4540,Kwara,Ekiti,Osi 1
4541,Kwara,Ekiti,Osi 11
4542,Kwara,Ifelodun,Agunjin
4543,Kwara,Ifelodun,Idofian 1
4544,Kwara,Ifelodun,Idofian 11
4545,Kwara,Ifelodun,Igbaja 1
4546,Kwara,Ifelodun,Igbaja 11
4547,Kwara,Ifelodun,Igbaja 111
4548,Kwara,Ifelodun,Ile-Ire
4549,Kwara,Ifelodun,Oke-Ode 1
4550,Kwara,Ifelodun,Oke-Ode 11
4551,Kwara,Ifelodun,Oke-Ode 111
4552,Kwara,Ifelodun,Omupo
4553,Kwara,Ifelodun,Ora
4554,Kwara,Ifelodun,Oro-Ago
4555,Kwara,Ifelodun,Share 1
4556,Kwara,Ifelodun,Share 11
4557,Kwara,Ifelodun,Share 111
4558,Kwara,Ifelodun,Share 1V
4559,Kwara,Ifelodun,Share V
4560,Kwara,Ilorin east,Agbeyangi/Gbadamu/Osin
4561,Kwara,Ilorin east,Apado
4562,Kwara,Ilorin east,Bologun Gambari 11
4563,Kwara,Ilorin east,Gambari 1
4564,Kwara,Ilorin east,Ibagun
4565,Kwara,Ilorin east,Iponrin
4566,Kwara,Ilorin east,Magaji Are 1
4567,Kwara,Ilorin east,Magaji Are 11
4568,Kwara,Ilorin east,Marafa/Pepele
4569,Kwara,Ilorin east,Maya/Ile-Apa
4570,Kwara,Ilorin east,Oke Oyi/Oke Ose/Alalubosa
4571,Kwara,Ilorin east,Zango
4572,Kwara,Ilorin-south,Akanbi -1
4573,Kwara,Ilorin-south,Akanbi -11
4574,Kwara,Ilorin-south,Akanbi -111
4575,Kwara,Ilorin-south,Akanbi -1V
4576,Kwara,Ilorin-south,Akanbi -V
4577,Kwara,Ilorin-south,Balogun-Fulani 11
4578,Kwara,Ilorin-south,Balogun-Fulani 111
4579,Kwara,Ilorin-south,Balogun-Fulani I
4580,Kwara,Ilorin-south,Okaka 1
4581,Kwara,Ilorin-south,Okaka 11
4582,Kwara,Ilorin-south,Oke-Ogun
4583,Kwara,Ilorin-west,Adewole
4584,Kwara,Ilorin-west,Ajikobi
4585,Kwara,Ilorin-west,Baboko
4586,Kwara,Ilorin-west,Badari
4587,Kwara,Ilorin-west,Balogun Alanamu Central
4588,Kwara,Ilorin-west,Magaji Ngeri
4589,Kwara,Ilorin-west,Ogidi
4590,Kwara,Ilorin-west,Ojuekun/Zarumi
4591,Kwara,Ilorin-west,Oko-Erin
4592,Kwara,Ilorin-west,Oloje
4593,Kwara,Ilorin-west,Ubandawaki
4594,Kwara,Ilorin-west,Warrah/Egbe Jila/Oshin
4595,Kwara,Irepodun,Ajase Ipo 1
4596,Kwara,Irepodun,Ajase Ipo 11
4597,Kwara,Irepodun,Arandun
4598,Kwara,Irepodun,Esie/Ijan
4599,Kwara,Irepodun,Ipetu/Rore/Aran-Orin
4600,Kwara,Irepodun,Oko
4601,Kwara,Irepodun,Omu-Aran 1 (Aran)
4602,Kwara,Irepodun,Omu-Aran 11 (Ihaye)
4603,Kwara,Irepodun,Omu-Aran 111 (Ifaja)
4604,Kwara,Irepodun,Oro 1
4605,Kwara,Irepodun,Oro 11
4606,Kwara,Isin,Alla
4607,Kwara,Isin,Edidi
4608,Kwara,Isin,Ijara Isin
4609,Kwara,Isin,Isanlu 1
4610,Kwara,Isin,Isanlu 11
4611,Kwara,Isin,Iwo
4612,Kwara,Isin,Oke Aba
4613,Kwara,Isin,Oke Onigbin
4614,Kwara,Isin,Olla
4615,Kwara,Isin,Owu Isin
4616,Kwara,Isin,Sabaja/Pamo
4617,Kwara,Kaiama,Adena
4618,Kwara,Kaiama,Bani
4619,Kwara,Kaiama,Gwanabe 1
4620,Kwara,Kaiama,Gwanabe 11
4621,Kwara,Kaiama,Gwari A (Gwaria)
4622,Kwara,Kaiama,Kaiama 1
4623,Kwara,Kaiama,Kaiama 11
4624,Kwara,Kaiama,Kaiama 111
4625,Kwara,Kaiama,Kemanji
4626,Kwara,Kaiama,Wajibe
4627,Kwara,Moro,Abati/Alara
4628,Kwara,Moro,Ajanaku
4629,Kwara,Moro,Arobadi
4630,Kwara,Moro,Babadudu
4631,Kwara,Moro,Bode-Saadu
4632,Kwara,Moro,Ejidongari
4633,Kwara,Moro,Jebba
4634,Kwara,Moro,Lanwa
4635,Kwara,Moro,Logun/Jehunkunnu
4636,Kwara,Moro,Malete/Gbugudu
4637,Kwara,Moro,Megida
4638,Kwara,Moro,Okemi
4639,Kwara,Moro,Okutala
4640,Kwara,Moro,Oloru
4641,Kwara,Moro,Pakunmo
4642,Kwara,Moro,Shao
4643,Kwara,Moro,Womi/Ayaki
4644,Kwara,Offa,Balogun
4645,Kwara,Offa,Essa - A
4646,Kwara,Offa,Essa - B
4647,Kwara,Offa,Essa - C
4648,Kwara,Offa,Igboidun
4649,Kwara,Offa,Ojomu  Central 1
4650,Kwara,Offa,Ojomu  Central 11
4651,Kwara,Offa,Ojomu  South East
4652,Kwara,Offa,Ojomu North/North West
4653,Kwara,Offa,Shawo Central
4654,Kwara,Offa,Shawo South East
4655,Kwara,Offa,Shawo South West
4656,Kwara,Oke - ero,Aiyedun
4657,Kwara,Oke - ero,Ekan
4658,Kwara,Oke - ero,Idofin /Odo-Ashe
4659,Kwara,Oke - ero,Idofin Igbana 1
4660,Kwara,Oke - ero,Idofin Igbana 11
4661,Kwara,Oke - ero,Iloffa
4662,Kwara,Oke - ero,Imode/Egosi
4663,Kwara,Oke - ero,Imoji/Ilale/Erinmope
4664,Kwara,Oke - ero,Odo-Owa 1
4665,Kwara,Oke - ero,Odo-Owa 11
4666,Kwara,Oyun,Erin-Ile North
4667,Kwara,Oyun,Erin-Ile South
4668,Kwara,Oyun,Igbona
4669,Kwara,Oyun,Igosun
4670,Kwara,Oyun,Ijagbo
4671,Kwara,Oyun,Ikotun
4672,Kwara,Oyun,Ilemona
4673,Kwara,Oyun,Inaja/Ahogbada
4674,Kwara,Oyun,Ipee
4675,Kwara,Oyun,Irra
4676,Kwara,Oyun,Ojoku
4677,Kwara,Patigi,Kpada 1
4678,Kwara,Patigi,Kpada 11
4679,Kwara,Patigi,Kpada 111
4680,Kwara,Patigi,Lade 1
4681,Kwara,Patigi,Lade 11
4682,Kwara,Patigi,Lade 111
4683,Kwara,Patigi,Patigi 1
4684,Kwara,Patigi,Patigi 11
4685,Kwara,Patigi,Patigi 111
4686,Kwara,Patigi,Patigi 1V
4687,Lagos,Agege,Agbotikuyo/Dopemu
4688,Lagos,Agege,Darocha
4689,Lagos,Agege,Iloro/Onipetesi
4690,Lagos,Agege,Isale Odo
4691,Lagos,Agege,Isale/Idimangoro
4692,Lagos,Agege,Keke
4693,Lagos,Agege,Okekoto
4694,Lagos,Agege,Oniwaya/Papa-Uku
4695,Lagos,Agege,Orile Agege/Oko Oba
4696,Lagos,Agege,Oyewole/Papa Ashafa
4697,Lagos,Agege,Tabon Tabon/Oko Oba
4698,Lagos,Ajeromi/ifelodun,Ago Hausa
4699,Lagos,Ajeromi/ifelodun,Alaba Oro
4700,Lagos,Ajeromi/ifelodun,Awodi-Ora
4701,Lagos,Ajeromi/ifelodun,Layeni
4702,Lagos,Ajeromi/ifelodun,Mosafejo
4703,Lagos,Ajeromi/ifelodun,Ojo Road
4704,Lagos,Ajeromi/ifelodun,Olodi
4705,Lagos,Ajeromi/ifelodun,Temidire I
4706,Lagos,Ajeromi/ifelodun,Temidire II
4707,Lagos,Ajeromi/ifelodun,Tolu
4708,Lagos,Ajeromi/ifelodun,Wilmer
4709,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado
4710,Lagos,Alimosho,Ayobo/Ijon Village (Camp David)
4711,Lagos,Alimosho,Egbe/Agodo
4712,Lagos,Alimosho,Egbeda/Alimosho
4713,Lagos,Alimosho,Idimu/Isheri Olofin
4714,Lagos,Alimosho,Igando/Egan
4715,Lagos,Alimosho,Ikotun/Ijegun
4716,Lagos,Alimosho,Ipaja North
4717,Lagos,Alimosho,Ipaja South
4718,Lagos,Alimosho,Pleasure/Oke-Odo
4719,Lagos,Alimosho,Shasha/Akowonjo
4720,Lagos,Amuwo-odofin,Amuwo
4721,Lagos,Amuwo-odofin,"Amuwo-Odofin Housing Estate, Mile 2"
4722,Lagos,Amuwo-odofin,Festac 1
4723,Lagos,Amuwo-odofin,Festac II
4724,Lagos,Amuwo-odofin,Festac III
4725,Lagos,Amuwo-odofin,Ibeshe
4726,Lagos,Amuwo-odofin,Igbologun
4727,Lagos,Amuwo-odofin,Ijegun
4728,Lagos,Amuwo-odofin,Irede
4729,Lagos,Amuwo-odofin,Kirikiri
4730,Lagos,Amuwo-odofin,Satellite
4731,Lagos,Apapa,Afolabi Alasia Str. And Environs
4732,Lagos,Apapa,Apapa I (Marine Rd. & Environs)
4733,Lagos,Apapa,Apapa II (LIVerpool Rd. And Environs)
4734,Lagos,Apapa,Apapa III (Creek Rd. Tincan/Snake Island
4735,Lagos,Apapa,Apapa IV (Pelewura Crescent And Environs)
4736,Lagos,Apapa,Gaskiya & Environs
4737,Lagos,Apapa,Ijora-Oloye
4738,Lagos,Apapa,Malu Road And Environs
4739,Lagos,Apapa,Olodan St. Olojowou St/Alh.Dogo Olatokunbo St. Iganmu
4740,Lagos,Apapa,Sari And Environs
4741,Lagos,Badagry,Ajara
4742,Lagos,Badagry,Ajido
4743,Lagos,Badagry,Apa
4744,Lagos,Badagry,Awhanjigoh
4745,Lagos,Badagry,Ibereko
4746,Lagos,Badagry,Ikoga
4747,Lagos,Badagry,Ilogbo-Araromi
4748,Lagos,Badagry,Iworo Gbanko
4749,Lagos,Badagry,Iya-Afin
4750,Lagos,Badagry,Keta-East
4751,Lagos,Badagry,Posukoh
4752,Lagos,Epe,Abomiti
4753,Lagos,Epe,Agbowa
4754,Lagos,Epe,Agbowa Ikosi
4755,Lagos,Epe,Ago Owu
4756,Lagos,Epe,Ajaganabe
4757,Lagos,Epe,Ejirin
4758,Lagos,Epe,Etita/Ebode
4759,Lagos,Epe,Ibonwon
4760,Lagos,Epe,Ilara
4761,Lagos,Epe,Ise/Igbogun
4762,Lagos,Epe,Itoikin
4763,Lagos,Epe,Lagbade
4764,Lagos,Epe,Odomola
4765,Lagos,Epe,Odoragunsin
4766,Lagos,Epe,Oke-Balogun
4767,Lagos,Epe,Oriba/Ladaba
4768,Lagos,Epe,Orugbo
4769,Lagos,Epe,Poka
4770,Lagos,Epe,Popo-Oba
4771,Lagos,Eti-osa,Ado/Langbasa/Badore
4772,Lagos,Eti-osa,Ajah/Sangotedo
4773,Lagos,Eti-osa,Ikoyi I
4774,Lagos,Eti-osa,Ikoyi II
4775,Lagos,Eti-osa,Ilado/Eti-Osa And Environs
4776,Lagos,Eti-osa,Ilasan Housing Estate
4777,Lagos,Eti-osa,Lekki/Ikate And Environs
4778,Lagos,Eti-osa,Obalende
4779,Lagos,Eti-osa,Victoria Island I
4780,Lagos,Eti-osa,Victoria Island II
4781,Lagos,Ibeju/lekki,"02, (Orimedu II)"
4782,Lagos,Ibeju/lekki,"03, (Orimedu III)"
4783,Lagos,Ibeju/lekki,Ibeju I
4784,Lagos,Ibeju/lekki,Iwerekun II
4785,Lagos,Ibeju/lekki,Lekki II
4786,Lagos,Ibeju/lekki,"N2, (Ibeju II)"
4787,Lagos,Ibeju/lekki,Orimedu I
4788,Lagos,Ibeju/lekki,"P1, (Iwerekun I)"
4789,Lagos,Ibeju/lekki,"S,2A (Siriwon/Igbekodo II)"
4790,Lagos,Ibeju/lekki,"S1, (Lekki I)"
4791,Lagos,Ibeju/lekki,"S2, (Siriwon/Igbekodo I)"
4792,Lagos,Ifako-ijaye,Ajegunle/Akinde/Animashaun
4793,Lagos,Ifako-ijaye,Alakuko/Kollington
4794,Lagos,Ifako-ijaye,Fagba/Akute Road
4795,Lagos,Ifako-ijaye,Ijaiye/Agbado/Kollington
4796,Lagos,Ifako-ijaye,Ijaiye/Ojokoro
4797,Lagos,Ifako-ijaye,Ijaye
4798,Lagos,Ifako-ijaye,Iju Isaga
4799,Lagos,Ifako-ijaye,Iju-Obawole
4800,Lagos,Ifako-ijaye,New Ifako/Oyemekun
4801,Lagos,Ifako-ijaye,Old Ifako/Karaole
4802,Lagos,Ifako-ijaye,Pamada/Abule-Egba
4803,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba
4804,Lagos,Ikeja,Airport/Onipetesi/Inilekere
4805,Lagos,Ikeja,Alausa/Oregun/Olusosun
4806,Lagos,Ikeja,Anifowoshe/Ikeja
4807,Lagos,Ikeja,Gra/Police Barracks
4808,Lagos,Ikeja,Ipodo/Seriki Aro
4809,Lagos,Ikeja,Ojodu/Agidingbi/Omole
4810,Lagos,Ikeja,Oke-Ira/Aguda
4811,Lagos,Ikeja,Onigbongbon
4812,Lagos,Ikeja,Wasimi/Opebi/Allen
4813,Lagos,Ikorodu,Aga/Ijimu
4814,Lagos,Ikorodu,Agbala
4815,Lagos,Ikorodu,Agura/Iponmi
4816,Lagos,Ikorodu,Baiyeku/Oreta
4817,Lagos,Ikorodu,Erikorodu
4818,Lagos,Ikorodu,Ibeshe
4819,Lagos,Ikorodu,Igbogbo I
4820,Lagos,Ikorodu,Igbogbo II
4821,Lagos,Ikorodu,Ijede II
4822,Lagos,Ikorodu,Ijede J
4823,Lagos,Ikorodu,Imota 1
4824,Lagos,Ikorodu,Imota II
4825,Lagos,Ikorodu,Ipakodo
4826,Lagos,Ikorodu,Isele I
4827,Lagos,Ikorodu,Isele II
4828,Lagos,Ikorodu,Isele III
4829,Lagos,Ikorodu,Isiu
4830,Lagos,Ikorodu,Odogunyan
4831,Lagos,Ikorodu,Olorunda/Igbaga
4832,Lagos,Kosofe,Agboyi I
4833,Lagos,Kosofe,Agboyi II
4834,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland
4835,Lagos,Kosofe,Ifako/Soluyi
4836,Lagos,Kosofe,Ikosi Ketu/Mile 12/Agiliti/Maidan
4837,Lagos,Kosofe,Isheri-Olowo-Ira/Shangisha/Magodo Phase I & II
4838,Lagos,Kosofe,Ketu/Alapere/Agidi/Orisigun/Kosofe/Ajelogo/Akanimodo
4839,Lagos,Kosofe,Ojota/Ogudu
4840,Lagos,Kosofe,Owode Onirin/Ajegunle/Odo-Ogun
4841,Lagos,Kosofe,Oworonshoki
4842,Lagos,Lagos island,Agarawu/Obadina
4843,Lagos,Lagos island,Anikantamo
4844,Lagos,Lagos island,Eiyekole
4845,Lagos,Lagos island,Epetedo
4846,Lagos,Lagos island,Idumota/Oke
4847,Lagos,Lagos island,Iduntafa
4848,Lagos,Lagos island,Ilupesi
4849,Lagos,Lagos island,Isale-Agbede
4850,Lagos,Lagos island,Lafiaji/Ebute
4851,Lagos,Lagos island,Oju-Oto
4852,Lagos,Lagos island,Oko-Awo
4853,Lagos,Lagos island,Oko-Faji
4854,Lagos,Lagos island,Olosun
4855,Lagos,Lagos island,Olowogbowo/Elegbata
4856,Lagos,Lagos island,Olushi/Kakawa
4857,Lagos,Lagos island,Oluwole
4858,Lagos,Lagos island,Onikan
4859,Lagos,Lagos island,Popo-Aguda
4860,Lagos,Lagos island,Sandgrouse
4861,Lagos,Lagos mainland,Alagomeji
4862,Lagos,Lagos mainland,Epetedo
4863,Lagos,Lagos mainland,Glover/Ebute Metta
4864,Lagos,Lagos mainland,Iwaya
4865,Lagos,Lagos mainland,Maroko/Ebute Metta
4866,Lagos,Lagos mainland,Oko-Baba
4867,Lagos,Lagos mainland,Olaleye Village
4868,Lagos,Lagos mainland,Otto/Iddo
4869,Lagos,Lagos mainland,Oyadiran Estate/Abule-Oja
4870,Lagos,Lagos mainland,Oyingbo Market/Ebute Metta
4871,Lagos,Lagos mainland,Yaba/Igbobi
4872,Lagos,Mushin,Alakara
4873,Lagos,Mushin,Babalosa
4874,Lagos,Mushin,Babalosa/Idi-Araba
4875,Lagos,Mushin,Idi-Araba
4876,Lagos,Mushin,Idi-Oro/Odi-Olowu
4877,Lagos,Mushin,Ilasamaja
4878,Lagos,Mushin,Ilupeju
4879,Lagos,Mushin,Ilupeju Industrial Estate
4880,Lagos,Mushin,Itire
4881,Lagos,Mushin,Kayode/Fadeyi
4882,Lagos,Mushin,Mushin/Atewolara
4883,Lagos,Mushin,Ojuwoye
4884,Lagos,Mushin,Olateju
4885,Lagos,Mushin,Papa-Ajao
4886,Lagos,Ojo,Ajangbadi
4887,Lagos,Ojo,Etegbin
4888,Lagos,Ojo,Iba
4889,Lagos,Ojo,Idoluwo
4890,Lagos,Ojo,Ijanikin
4891,Lagos,Ojo,Ilogbo
4892,Lagos,Ojo,Irewe
4893,Lagos,Ojo,Ojo Town
4894,Lagos,Ojo,Okokomaiko
4895,Lagos,Ojo,Sabo
4896,Lagos,Ojo,Tafi
4897,Lagos,Oshodi/isolo,Ajao Estate
4898,Lagos,Oshodi/isolo,Ilasamaja
4899,Lagos,Oshodi/isolo,Ishagatedo
4900,Lagos,Oshodi/isolo,Isolo
4901,Lagos,Oshodi/isolo,Mafoluku
4902,Lagos,Oshodi/isolo,Oke-Afa/Ejigbo
4903,Lagos,Oshodi/isolo,Okota
4904,Lagos,Oshodi/isolo,Orile-Oshodi
4905,Lagos,Oshodi/isolo,Oshodi/Bolade
4906,Lagos,Oshodi/isolo,Sogunle
4907,Lagos,Oshodi/isolo,Sogunle/Alasia
4908,Lagos,Somolu,Abule-Okuta/Ilaje/Bariga
4909,Lagos,Somolu,Alade
4910,Lagos,Somolu,Bajulaiye
4911,Lagos,Somolu,Fola Agoro/Bajulaiye/Igbari-Akoka
4912,Lagos,Somolu,Gbagada Phase I Obanikoro/Pedro
4913,Lagos,Somolu,Gbagada Phase II /Bariga/Apelehin
4914,Lagos,Somolu,Igbobi/Fadeyi
4915,Lagos,Somolu,Ilaje/Akoka
4916,Lagos,Somolu,Lad-Lak/Bariga
4917,Lagos,Somolu,Mafowoku/Pedro
4918,Lagos,Somolu,Onipanu
4919,Lagos,Somolu,Palmgrove/Ijebutedo
4920,Lagos,Surulere,Adeniran/Ogunsanya
4921,Lagos,Surulere,Aguda
4922,Lagos,Surulere,Akinhanmi/Cole
4923,Lagos,Surulere,Coker
4924,Lagos,Surulere,Igbaja/Stadium
4925,Lagos,Surulere,Ijeshatedo
4926,Lagos,Surulere,Ikate
4927,Lagos,Surulere,Iponri Housing Estate/Eric Moore
4928,Lagos,Surulere,Itire
4929,Lagos,Surulere,Orile
4930,Lagos,Surulere,Shitta/Ogunlana DrIVe
4931,Lagos,Surulere,Yaba/Ojuelegba
4932,Nasarawa,Akwanga,Agyaga
4933,Nasarawa,Akwanga,Akwanga East
4934,Nasarawa,Akwanga,Akwanga West
4935,Nasarawa,Akwanga,Ancho Nighaan
4936,Nasarawa,Akwanga,Anchobaba
4937,Nasarawa,Akwanga,Andaha
4938,Nasarawa,Akwanga,Gudi
4939,Nasarawa,Akwanga,Gwanje.Gwanje
4940,Nasarawa,Akwanga,Moroa
4941,Nasarawa,Akwanga,Ningo / Bohar
4942,Nasarawa,Akwanga,Nunku
4943,Nasarawa,Awe,Akiri
4944,Nasarawa,Awe,Azara
4945,Nasarawa,Awe,Galadima
4946,Nasarawa,Awe,Jangaru
4947,Nasarawa,Awe,Kanje/Abuni
4948,Nasarawa,Awe,Madaki
4949,Nasarawa,Awe,Makwangiji
4950,Nasarawa,Awe,Ribi
4951,Nasarawa,Awe,Tunga
4952,Nasarawa,Awe,Wuse
4953,Nasarawa,Doma,Agbashi
4954,Nasarawa,Doma,Akpanaja
4955,Nasarawa,Doma,Alagye I
4956,Nasarawa,Doma,Alagye II
4957,Nasarawa,Doma,Doka I
4958,Nasarawa,Doma,Doka II
