id,state,lga,edited-ward
1451,Benue,Guma,Nyiev
1452,Benue,Guma,Nzorov
1453,Benue,Guma,Saghev
1454,Benue,Guma,Uvir
1455,Benue,Gwer east,AkpachAyi
1456,Benue,Gwer east,Aliade Town
1457,Benue,Gwer east,Gbemacha
1458,Benue,Gwer east,Ikyogbajir
1459,Benue,Gwer east,Ikyonov
1460,Benue,Gwer east,Mbabur
1461,Benue,Gwer east,Mbaiase
1462,Benue,Gwer east,Mbaikyaan
1463,Benue,Gwer east,Mbaikyu
1464,Benue,Gwer east,Mbalom
1465,Benue,Gwer east,Mbasombo
1466,Benue,Gwer east,Mbayom
1467,Benue,Gwer east,Shough
1468,Benue,Gwer east,Ugee
1469,Benue,Gwer west,Avihijime
1470,Benue,Gwer west,Gaambe - Ushin
1471,Benue,Gwer west,Gbaange/Tongov
1472,Benue,Gwer west,Ikyaghev
1473,Benue,Gwer west,Isambe/Mbasev
1474,Benue,Gwer west,Ityoughatee/Injaha
1475,Benue,Gwer west,Mbabuande
1476,Benue,Gwer west,Mbachohon
1477,Benue,Gwer west,Mbanyamshi
1478,Benue,Gwer west,Mbapa
1479,Benue,Gwer west,Merkyen
1480,Benue,Gwer west,Sagher/Ukusu
1481,Benue,Gwer west,Sengev
1482,Benue,Gwer west,Sengev/Yengev
1483,Benue,Gwer west,Tijime
1484,Benue,Katsina-ala,Ikurav Tiev I
1485,Benue,Katsina-ala,Ikurav Tiev II
1486,Benue,Katsina-ala,Iwar(Tongov I)
1487,Benue,Katsina-ala,Katsina-Ala Town
1488,Benue,Katsina-ala,Mbacher
1489,Benue,Katsina-ala,Mbajir
1490,Benue,Katsina-ala,Mbatula/Mberev
1491,Benue,Katsina-ala,Mbayongo
1492,Benue,Katsina-ala,Michihe
1493,Benue,Katsina-ala,TIIr(Tongov II)
1494,Benue,Katsina-ala,Utange
1495,Benue,Katsina-ala,Yooyo
1496,Benue,Konshisha,Ikyurav/Mbatwer
1497,Benue,Konshisha,Mbagusa/Mbatser
1498,Benue,Konshisha,Mbaikyase
1499,Benue,Konshisha,Mbaiwarnyam
1500,Benue,Konshisha,Mbake
1501,Benue,Konshisha,Mbanor
1502,Benue,Konshisha,Mbatsen
1503,Benue,Konshisha,Mbavoa
1504,Benue,Konshisha,Mbawar
1505,Benue,Konshisha,Mbayegh/Mbaikyer
1506,Benue,Konshisha,Tse-Agberagba
1507,Benue,Kwande,Adikpo Metropolis
1508,Benue,Kwande,Kumakwagh
1509,Benue,Kwande,Liev  I
1510,Benue,Kwande,Liev II
1511,Benue,Kwande,Mbadura
1512,Benue,Kwande,Mbagba/Mbaikyan
1513,Benue,Kwande,Mbaikyor
1514,Benue,Kwande,Mbaketsa
1515,Benue,Kwande,Mbayoo
1516,Benue,Kwande,Menev
1517,Benue,Kwande,Moon
1518,Benue,Kwande,Tondov I
1519,Benue,Kwande,Tondov II
1520,Benue,Kwande,Usar
1521,Benue,Kwande,Yaav
1522,Benue,Logo,Mbadyul
1523,Benue,Logo,Mbagber
1524,Benue,Logo,Mbater
1525,Benue,Logo,Mbavuur
1526,Benue,Logo,Mbayam
1527,Benue,Logo,Nenzev
1528,Benue,Logo,Tombo
1529,Benue,Logo,Turan
1530,Benue,Logo,Ukembergya/Iswarev
1531,Benue,Logo,Yonov
1532,Benue,Makurdi,Agan
1533,Benue,Makurdi,Ankpa/Wadata
1534,Benue,Makurdi,Bar
1535,Benue,Makurdi,Central/South Mission
1536,Benue,Makurdi,Clerks/Market
1537,Benue,Makurdi,Fildi
1538,Benue,Makurdi,Mbalagh
1539,Benue,Makurdi,Modern Market
1540,Benue,Makurdi,North Bank I
1541,Benue,Makurdi,North Bank II
1542,Benue,Makurdi,Wailomayo
1543,Benue,Obi,Adiko
1544,Benue,Obi,Adum West
1545,Benue,Obi,Ikwokwu
1546,Benue,Obi,Irabi
1547,Benue,Obi,Itogo
1548,Benue,Obi,Obarike
1549,Benue,Obi,Obeko
1550,Benue,Obi,Odiapa
1551,Benue,Obi,Ogore
1552,Benue,Obi,Okpokwu
1553,Benue,Obi,Okwutungbe
1554,Benue,Obi,Orihi
1555,Benue,Ogbadibo,Ai-Oodo I
1556,Benue,Ogbadibo,Ai-Oodo II
1557,Benue,Ogbadibo,Ai-Oono I
1558,Benue,Ogbadibo,Ai-Oono II
1559,Benue,Ogbadibo,Ai-Oono III
1560,Benue,Ogbadibo,Ehaje I
1561,Benue,Ogbadibo,Ehaje II
1562,Benue,Ogbadibo,Itabono I
1563,Benue,Ogbadibo,Itabono II
1564,Benue,Ogbadibo,Olachagbaha
1565,Benue,Ogbadibo,Orokam I
1566,Benue,Ogbadibo,Orokam II
1567,Benue,Ogbadibo,Orokam III
1568,Benue,Ohimini,Agadagba
1569,Benue,Ohimini,Awume Ehaje
1570,Benue,Ohimini,Awume Icho
1571,Benue,Ohimini,Ehatokpe
1572,Benue,Ohimini,Idekpa
1573,Benue,Ohimini,Ochobo
1574,Benue,Ohimini,Oglewu Ehaje
1575,Benue,Ohimini,Oglewu Icho
1576,Benue,Ohimini,Onyagede Icho (Ogoli)
1577,Benue,Ohimini,Onyagede-Ehaje (Alle)
1578,Benue,Oju,Adokpa
1579,Benue,Oju,Ainu
1580,Benue,Oju,Ibilla
1581,Benue,Oju,Idelle
1582,Benue,Oju,Iyeche
1583,Benue,Oju,Oboru/Oye
1584,Benue,Oju,Oju
1585,Benue,Oju,Okpokpo
1586,Benue,Oju,Okwudu
1587,Benue,Oju,Owo
1588,Benue,Oju,Ukpa/Ainu Ette
1589,Benue,Okpokwu,Amejo
1590,Benue,Okpokwu,Eke
1591,Benue,Okpokwu,Ichama II
1592,Benue,Okpokwu,Ojigo
1593,Benue,Okpokwu,Ojoga
1594,Benue,Okpokwu,Okonobo
1595,Benue,Okpokwu,Okpaile/Ingle
1596,Benue,Okpokwu,Okpoga Central
1597,Benue,Okpokwu,Okpoga North
1598,Benue,Okpokwu,Okpoga South
1599,Benue,Okpokwu,Okpoga West
1600,Benue,Okpokwu,Ugbokolo
1601,Benue,Otukpo,Adoka-Haje
1602,Benue,Otukpo,Adoka-Icho
1603,Benue,Otukpo,Allan
1604,Benue,Otukpo,Entekpa
1605,Benue,Otukpo,Ewulo
1606,Benue,Otukpo,Okete
1607,Benue,Otukpo,Otobi
1608,Benue,Otukpo,Otukpo Town Central
1609,Benue,Otukpo,Otukpo Town East
1610,Benue,Otukpo,Otukpo Town West
1611,Benue,Otukpo,Ugboju-Ehaje
1612,Benue,Otukpo,Ugboju-Icho
1613,Benue,Otukpo,Ugboju-Otahe
1614,Benue,Tarka,Mbaajir Akaa
1615,Benue,Tarka,Mbaayo
1616,Benue,Tarka,Mbachaver Ikyondo
1617,Benue,Tarka,Mbaigba
1618,Benue,Tarka,Mbaikyaa
1619,Benue,Tarka,Mbaikyo/Mbayia
1620,Benue,Tarka,Mbakwakem
1621,Benue,Tarka,Mbanyagber
1622,Benue,Tarka,Shitile
1623,Benue,Tarka,Tongov
1624,Benue,Ukum,Aterayange
1625,Benue,Ukum,Azendeshi
1626,Benue,Ukum,Borikyo
1627,Benue,Ukum,Ityuluv
1628,Benue,Ukum,Kendev
1629,Benue,Ukum,Kundav
1630,Benue,Ukum,Lumbuv
1631,Benue,Ukum,Mbatian
1632,Benue,Ukum,Mbayenge
1633,Benue,Ukum,Mbazun
1634,Benue,Ukum,Tsaav
1635,Benue,Ukum,Ugbaam
1636,Benue,Ukum,Uyam
1637,Benue,Ushongo,Atikyese
1638,Benue,Ushongo,Ikyov
1639,Benue,Ushongo,Lessel
1640,Benue,Ushongo,Mbaaka
1641,Benue,Ushongo,Mbaanyam
1642,Benue,Ushongo,Mbagba
1643,Benue,Ushongo,Mbagwaza
1644,Benue,Ushongo,Mbagwe
1645,Benue,Ushongo,Mbakuha
1646,Benue,Ushongo,Mbayegh
1647,Benue,Ushongo,Utange
1648,Benue,Vandeikya,Mbadede
1649,Benue,Vandeikya,Mbagbam
1650,Benue,Vandeikya,Mbagbera
1651,Benue,Vandeikya,Mbajor
1652,Benue,Vandeikya,Mbakaange
1653,Benue,Vandeikya,Mbakyaha
1654,Benue,Vandeikya,Mbanyumangbagh
1655,Benue,Vandeikya,Mbatyough
1656,Benue,Vandeikya,Mbayongo
1657,Benue,Vandeikya,Ningev
1658,Benue,Vandeikya,Tsambe
1659,Benue,Vandeikya,Vandeikya Township
1660,Borno,Abadam,Arege
1661,Borno,Abadam,Banowa
1662,Borno,Abadam,Fuguwa
1663,Borno,Abadam,Jabullam
1664,Borno,Abadam,Kudokurgu
1665,Borno,Abadam,Malam Kaunari
1666,Borno,Abadam,Mallamfatori Kessa
1667,Borno,Abadam,Yau
1668,Borno,Abadam,Yawa Kura
1669,Borno,Abadam,Yituwa
1670,Borno,Askira / uba,Askira East
1671,Borno,Askira / uba,Chul / Rumirgo
1672,Borno,Askira / uba,Dille / Huyum
1673,Borno,Askira / uba,Husara / Tampul
1674,Borno,Askira / uba,Kopa / Multhafu
1675,Borno,Askira / uba,Lassa
1676,Borno,Askira / uba,Mussa
1677,Borno,Askira / uba,Ngohi
1678,Borno,Askira / uba,Ngulde
1679,Borno,Askira / uba,Uba
1680,Borno,Askira / uba,Uda / Uvu
1681,Borno,Askira / uba,Wamdeo / Giwi
1682,Borno,Askira / uba,Zadawa / Hausari
1683,Borno,Bama,Andara / Ajiri /Wulba
1684,Borno,Bama,Buduwa / Bula Chirabe
1685,Borno,Bama,Dipchari / Jere / Dar-Jamal / Kotembe
1686,Borno,Bama,Gulumba / Jukkuri / Batra
1687,Borno,Bama,Kasugula
1688,Borno,Bama,Kumshe /Nduguno
1689,Borno,Bama,Lawanti / Malam / Mastari / Abbaram
1690,Borno,Bama,Marka / Malge / Amchaka
1691,Borno,Bama,Mbuliya / Goniri / Siraja
1692,Borno,Bama,Sabsabwa / Soye/ Bulongu
1693,Borno,Bama,Shehuri / Hausari / Mairi
1694,Borno,Bama,Wulbari/Ndine/Chachile
1695,Borno,Bama,Yabiri Kura/Yabiri Gana/Chongolo
1696,Borno,Bama,Zangeri/Kash  Kash
1697,Borno,Bayo,Balbaya
1698,Borno,Bayo,Briyel
1699,Borno,Bayo,Fikayel
1700,Borno,Bayo,Gamadadi
1701,Borno,Bayo,Jara Dali
1702,Borno,Bayo,Jara Gol
1703,Borno,Bayo,Limanti
1704,Borno,Bayo,Teli
1705,Borno,Bayo,Wuyo
1706,Borno,Bayo,Zara
1707,Borno,Biu,Buratai
1708,Borno,Biu,Dadin Kowa
1709,Borno,Biu,Dugja
1710,Borno,Biu,Garubula
1711,Borno,Biu,Gur
1712,Borno,Biu,Kenken
1713,Borno,Biu,Mandara Girau
1714,Borno,Biu,Miringa
1715,Borno,Biu,Sulumthla
1716,Borno,Biu,Yawi
1717,Borno,Biu,Zarawuyaku
1718,Borno,Chibok,Chibok Garu
1719,Borno,Chibok,Chibok Likama
1720,Borno,Chibok,Chibok Wuntaku
1721,Borno,Chibok,Gatamarwa
1722,Borno,Chibok,Kautikari
1723,Borno,Chibok,Korongilim
1724,Borno,Chibok,Kuburmbula
1725,Borno,Chibok,Mbalala
1726,Borno,Chibok,Mboa Kura
1727,Borno,Chibok,Pemi
1728,Borno,Chibok,Shikarkir
1729,Borno,Damboa,Ajign (A)
1730,Borno,Damboa,Ajign (B)
1731,Borno,Damboa,Azur/Multe/Forfor
1732,Borno,Damboa,Bego/Yerwa/Ngurna
1733,Borno,Damboa,Damboa
1734,Borno,Damboa,Gumsuri/Misakurbudu
1735,Borno,Damboa,Kafa / Mafi
1736,Borno,Damboa,Mulgwai / Kopchi
1737,Borno,Damboa,Nguda / Wuyaram
1738,Borno,Damboa,Wawa / Korede
1739,Borno,Dikwa,Boboshe
1740,Borno,Dikwa,Dikwa
1741,Borno,Dikwa,Gajibo
1742,Borno,Dikwa,Magarta / Sheffri
1743,Borno,Dikwa,Mallam Maja
1744,Borno,Dikwa,Mudu / Kaza
1745,Borno,Dikwa,Muliye / Jemuri
1746,Borno,Dikwa,Ngudoram
1747,Borno,Dikwa,Sogoma / Afuye
1748,Borno,Dikwa,Ufaye / Gujile
1749,Borno,Gubio,Ardimini
1750,Borno,Gubio,Dabira
1751,Borno,Gubio,Felo
1752,Borno,Gubio,Gamowo
1753,Borno,Gubio,Gazabure
1754,Borno,Gubio,Gubio Town  I
1755,Borno,Gubio,Gubio Town II
1756,Borno,Gubio,Kingowa
1757,Borno,Gubio,Ngetra
1758,Borno,Gubio,Zowo
1759,Borno,Guzamala,Aduwa
1760,Borno,Guzamala,Gudumbali East
1761,Borno,Guzamala,Gudumbali West
1762,Borno,Guzamala,Guworam
1763,Borno,Guzamala,Guzamala East
1764,Borno,Guzamala,Guzamala West
1765,Borno,Guzamala,Kingarwa
1766,Borno,Guzamala,Mairari
1767,Borno,Guzamala,Moduri
1768,Borno,Guzamala,Wamiri
1769,Borno,Gwoza,Ashigashiya
1770,Borno,Gwoza,Bita / Izge
1771,Borno,Gwoza,Dure / Wala / Warabe
1772,Borno,Gwoza,Gavva / Agapalwa
1773,Borno,Gwoza,Guduf Nagadiyo
1774,Borno,Gwoza,Gwoza Town Gadamayo
1775,Borno,Gwoza,Gwoza Wakane / Bulabulin
1776,Borno,Gwoza,Hambagda/ Liman Kara/ New Settlement
1777,Borno,Gwoza,Johode/Chikide/Kughum
1778,Borno,Gwoza,Kirawa/Jimini
1779,Borno,Gwoza,Kurana Bassa/Ngoshe - SamaA
1780,Borno,Gwoza,Ngoshe
1781,Borno,Gwoza,Pulka/Bokko
1782,Borno,Hawul,Bilingwi
1783,Borno,Hawul,Dzar/ Vinadum/ Birni/ Dlandi
1784,Borno,Hawul,Gwanzang  Pusda
1785,Borno,Hawul,Hizhi
1786,Borno,Hawul,Kida
1787,Borno,Hawul,Kwajaffa/Hang
1788,Borno,Hawul,Kwaya-Bur/Tanga Rumta
1789,Borno,Hawul,Marama/Kidang
1790,Borno,Hawul,Pama/Whitambaya
1791,Borno,Hawul,Puba/Vidau/Lokoja
1792,Borno,Hawul,Sakwa/Hema
1793,Borno,Hawul,Shaffa
1794,Borno,Jere,Alau
1795,Borno,Jere,Bale Galtimari
1796,Borno,Jere,Dala Lawanti
1797,Borno,Jere,Dusuman
1798,Borno,Jere,Gomari
1799,Borno,Jere,Gongulong
1800,Borno,Jere,Maimusari
1801,Borno,Jere,Mairi
1802,Borno,Jere,Mashamari
1803,Borno,Jere,Ngudaa/Addamari
1804,Borno,Jere,Old Maiduguri
1805,Borno,Jere,Tuba
1806,Borno,Kaga,Afa/Dig/Maudori
1807,Borno,Kaga,Benisheikh
1808,Borno,Kaga,Borgozo
1809,Borno,Kaga,Dogoma / Jalori
1810,Borno,Kaga,Dongo
1811,Borno,Kaga,Galangi
1812,Borno,Kaga,Guwo
1813,Borno,Kaga,Karagawaru
1814,Borno,Kaga,Mainok
1815,Borno,Kaga,Marguba
1816,Borno,Kaga,Ngamdu
1817,Borno,Kaga,Shettimari
1818,Borno,Kaga,Tobolo
1819,Borno,Kaga,Wajiro / Burgumma
1820,Borno,Kaga,Wassaram
1821,Borno,Kala balge,Jarawa/Sangaya
1822,Borno,Kala balge,Jilbe  A
1823,Borno,Kala balge,Jilbe B/Koma Kaudi
1824,Borno,Kala balge,Kala
1825,Borno,Kala balge,Kumaga
1826,Borno,Kala balge,Mada
1827,Borno,Kala balge,Moholo
1828,Borno,Kala balge,Rann  A
1829,Borno,Kala balge,Rann B/Daima
1830,Borno,Kala balge,Sigal/Karche
1831,Borno,Konduga,Auno / Chabbol
1832,Borno,Konduga,Dalori / Wanori
1833,Borno,Konduga,Dawa East / Malari / Kangamari
1834,Borno,Konduga,Jewu / Lamboa
1835,Borno,Konduga,Kawuri
1836,Borno,Konduga,Kelumiri / Ngalbi Amari / Yale
1837,Borno,Konduga,Konduga
1838,Borno,Konduga,Mairamri / Yeleri / Bazamri
1839,Borno,Konduga,Masba / Dalwa West
1840,Borno,Konduga,Nyaleri/Sandia/Yejiwa
1841,Borno,Konduga,Sojiri/ Nguro - Nguro
1842,Borno,Kukawa,Alagarno
1843,Borno,Kukawa,Baga
1844,Borno,Kukawa,Bundur
1845,Borno,Kukawa,Dogoshi
1846,Borno,Kukawa,Doro / Duguri
1847,Borno,Kukawa,Kauwa
1848,Borno,Kukawa,Kekeno
1849,Borno,Kukawa,Kukawa
1850,Borno,Kukawa,Moduari / Barwari
1851,Borno,Kukawa,Yoyo
1852,Borno,Kwaya / kusar,Gondi
1853,Borno,Kwaya / kusar,Gusi / Billa
1854,Borno,Kwaya / kusar,Guwal
1855,Borno,Kwaya / kusar,Kubuku
1856,Borno,Kwaya / kusar,Kurba
1857,Borno,Kwaya / kusar,Kwaya Kusar
1858,Borno,Kwaya / kusar,Peta
1859,Borno,Kwaya / kusar,Wada
1860,Borno,Kwaya / kusar,Wawa
1861,Borno,Kwaya / kusar,Yimirthalang
1862,Borno,Mafa,Abbari
1863,Borno,Mafa,Anadua
1864,Borno,Mafa,Gawa
1865,Borno,Mafa,Koshebe
1866,Borno,Mafa,Laje
1867,Borno,Mafa,Limanti
1868,Borno,Mafa,Loskuri
1869,Borno,Mafa,MaAfa
1870,Borno,Mafa,Mafa
1871,Borno,Mafa,Masu
1872,Borno,Mafa,Mujigine
1873,Borno,Mafa,Tamsu Ngamdua
1874,Borno,Magumeri,Ardo Ram
1875,Borno,Magumeri,Ayi / Yasku
1876,Borno,Magumeri,Borno Yesu
1877,Borno,Magumeri,Furram
1878,Borno,Magumeri,Gaji Ganna  I
1879,Borno,Magumeri,Gaji Ganna  II
1880,Borno,Magumeri,Hoyo / Chin Gowa
1881,Borno,Magumeri,Kalizoram / Banoram
1882,Borno,Magumeri,Kareram
1883,Borno,Magumeri,Kubti
1884,Borno,Magumeri,Magumeri
1885,Borno,Magumeri,Ngamma
1886,Borno,Magumeri,Ngubala
1887,Borno,Maiduguri m. c.,Bolori  I
1888,Borno,Maiduguri m. c.,Bolori  II
1889,Borno,Maiduguri m. c.,Bulablin
1890,Borno,Maiduguri m. c.,Fezzan
1891,Borno,Maiduguri m. c.,Gamboru Liberty
1892,Borno,Maiduguri m. c.,Gwange  I
1893,Borno,Maiduguri m. c.,Gwange  II
1894,Borno,Maiduguri m. c.,Gwange  III
1895,Borno,Maiduguri m. c.,Hausari/Zango
1896,Borno,Maiduguri m. c.,Lamisula/Jabba Mari
1897,Borno,Maiduguri m. c.,Limanti
1898,Borno,Maiduguri m. c.,Mafoni
1899,Borno,Maiduguri m. c.,Maisandari
1900,Borno,Maiduguri m. c.,Shehuri  North
1901,Borno,Maiduguri m. c.,Shehuri South
1902,Borno,Marte,Ala
1903,Borno,Marte,Alla  Lawanti
1904,Borno,Marte,Borsori
1905,Borno,Marte,Gumna
1906,Borno,Marte,Kabulawa
1907,Borno,Marte,Kirenowa
1908,Borno,Marte,Kulli
1909,Borno,Marte,Marte
1910,Borno,Marte,Mawulli
1911,Borno,Marte,Musune
1912,Borno,Marte,Ngeleiwa
1913,Borno,Marte,Njine
1914,Borno,Marte,Zaga
1915,Borno,Mobbar,Asaga
1916,Borno,Mobbar,Bogum
1917,Borno,Mobbar,Chamba
1918,Borno,Mobbar,Damasak
1919,Borno,Mobbar,Duji
1920,Borno,Mobbar,Gashagar
1921,Borno,Mobbar,Kareto
1922,Borno,Mobbar,Layi
1923,Borno,Mobbar,Zanna Umorti
1924,Borno,Mobbar,Zari
1925,Borno,Monguno,Damakuli
1926,Borno,Monguno,Kaguram
1927,Borno,Monguno,Kumalia
1928,Borno,Monguno,Mandala
1929,Borno,Monguno,Mintar
1930,Borno,Monguno,Mofio
1931,Borno,Monguno,Monguno
1932,Borno,Monguno,Ngurno
1933,Borno,Monguno,Sure
1934,Borno,Monguno,Wulo
1935,Borno,Monguno,Yele
1936,Borno,Monguno,Zulum
1937,Borno,Ngala,Fuye
1938,Borno,Ngala,Gamboru B
1939,Borno,Ngala,Gamboru C
1940,Borno,Ngala,Logumane
1941,Borno,Ngala,Ndufu
1942,Borno,Ngala,Ngala Ward
1943,Borno,Ngala,Old Gamboru A
1944,Borno,Ngala,Sagir
1945,Borno,Ngala,Tunokalia
1946,Borno,Ngala,Warshele
1947,Borno,Ngala,Wulgo
1948,Borno,Ngala,Wurge
1949,Borno,Nganzai,Alarge
1950,Borno,Nganzai,Badu
1951,Borno,Nganzai,Damaram
1952,Borno,Nganzai,Gadai
1953,Borno,Nganzai,Gajiram
1954,Borno,Nganzai,Jigalta
1955,Borno,Nganzai,Kuda
1956,Borno,Nganzai,Kurnawa
1957,Borno,Nganzai,Maiwa
1958,Borno,Nganzai,Miye
1959,Borno,Nganzai,Sabsabuwa
1960,Borno,Nganzai,Sugundure
1961,Borno,Shani,Bargu / Burashika
1962,Borno,Shani,Buma
1963,Borno,Shani,Gasi / Salifawa
1964,Borno,Shani,Gora
1965,Borno,Shani,Gwalasho
1966,Borno,Shani,Gwaskara
1967,Borno,Shani,Kombo
1968,Borno,Shani,Kubo
1969,Borno,Shani,Kwaba
1970,Borno,Shani,Shani
1971,Borno,Shani,Walama
1972,Cross rIVer,Abi,Adadama
1973,Cross rIVer,Abi,Afafanyi/Igonigoni
1974,Cross rIVer,Abi,Ebom
1975,Cross rIVer,Abi,Ediba
1976,Cross rIVer,Abi,Ekureku I
1977,Cross rIVer,Abi,Ekureku II
1978,Cross rIVer,Abi,Imabana I
1979,Cross rIVer,Abi,Imabana II
1980,Cross rIVer,Abi,Itigidi
1981,Cross rIVer,Abi,Usumutong
1982,Cross rIVer,Akamkpa,Akamkpa Urban
1983,Cross rIVer,Akamkpa,Awi
1984,Cross rIVer,Akamkpa,Eku
1985,Cross rIVer,Akamkpa,Iko
1986,Cross rIVer,Akamkpa,Ikpai
1987,Cross rIVer,Akamkpa,Mbarakom
1988,Cross rIVer,Akamkpa,Oban
1989,Cross rIVer,Akamkpa,Ojuk North
1990,Cross rIVer,Akamkpa,Ojuk South
1991,Cross rIVer,Akamkpa,Uyanga
1992,Cross rIVer,Akpabuyo,Atimbo East
1993,Cross rIVer,Akpabuyo,Atimbo West
1994,Cross rIVer,Akpabuyo,Eneyo
1995,Cross rIVer,Akpabuyo,Idundu/Anyanganse
1996,Cross rIVer,Akpabuyo,Ikang Central
1997,Cross rIVer,Akpabuyo,Ikang North
1998,Cross rIVer,Akpabuyo,Ikang South
1999,Cross rIVer,Akpabuyo,Ikot Edem Odo
2000,Cross rIVer,Akpabuyo,Ikot Eyo
2001,Cross rIVer,Akpabuyo,Ikot Nakanda
2002,Cross rIVer,Bakassi,Abana
2003,Cross rIVer,Bakassi,Akpankanya
2004,Cross rIVer,Bakassi,Akwa
2005,Cross rIVer,Bakassi,Ambai Ekpa
2006,Cross rIVer,Bakassi,Amoto
2007,Cross rIVer,Bakassi,Archibong
2008,Cross rIVer,Bakassi,Atai Ema
2009,Cross rIVer,Bakassi,Efut Inwang
2010,Cross rIVer,Bakassi,Ekpot Abia
2011,Cross rIVer,Bakassi,Odiong
2012,Cross rIVer,Bekwarra,Abuochiche
2013,Cross rIVer,Bekwarra,Afrike Ochagbe
2014,Cross rIVer,Bekwarra,Afrike Okpeche
2015,Cross rIVer,Bekwarra,Beten
2016,Cross rIVer,Bekwarra,Gakem
2017,Cross rIVer,Bekwarra,Ibiaragidi
2018,Cross rIVer,Bekwarra,Nyanya
2019,Cross rIVer,Bekwarra,Otukpuru
2020,Cross rIVer,Bekwarra,Ugboro
2021,Cross rIVer,Bekwarra,Ukpah
2022,Cross rIVer,Biase,Abayong
2023,Cross rIVer,Biase,Adim
2024,Cross rIVer,Biase,Agwagune/Okurike
2025,Cross rIVer,Biase,Akpet/Abini
2026,Cross rIVer,Biase,Biakpan
2027,Cross rIVer,Biase,Ehom
2028,Cross rIVer,Biase,Erei North
2029,Cross rIVer,Biase,Erei South
2030,Cross rIVer,Biase,Ikun/Etono
2031,Cross rIVer,Biase,Umon North
2032,Cross rIVer,Biase,Umon South
2033,Cross rIVer,Boki,Abo
2034,Cross rIVer,Boki,Alankwe
2035,Cross rIVer,Boki,Beebo/Bumaji
2036,Cross rIVer,Boki,Boje
2037,Cross rIVer,Boki,Buda
2038,Cross rIVer,Boki,Buentsebe
2039,Cross rIVer,Boki,Bunyia/Okubuchi
2040,Cross rIVer,Boki,Ekpashi
2041,Cross rIVer,Boki,Kakwagom/Bawop
2042,Cross rIVer,Boki,Ogep/Osokom
2043,Cross rIVer,Boki,Oku/Borum/Njua
2044,Cross rIVer,Calabar municipality,I
2045,Cross rIVer,Calabar municipality,II
2046,Cross rIVer,Calabar municipality,III
2047,Cross rIVer,Calabar municipality,IV
2048,Cross rIVer,Calabar municipality,Ix
2049,Cross rIVer,Calabar municipality,V
2050,Cross rIVer,Calabar municipality,Vi
2051,Cross rIVer,Calabar municipality,VII
2052,Cross rIVer,Calabar municipality,VIII
2053,Cross rIVer,Calabar municipality,X
2054,Cross rIVer,Calabar south,Eight (8)
2055,Cross rIVer,Calabar south,Eleven (11)
2056,Cross rIVer,Calabar south,FIVe (5)
2057,Cross rIVer,Calabar south,Four (4)
2058,Cross rIVer,Calabar south,Nine (9)
2059,Cross rIVer,Calabar south,One (1)
2060,Cross rIVer,Calabar south,Seven (7)
2061,Cross rIVer,Calabar south,Six (6)
2062,Cross rIVer,Calabar south,Ten (10)
2063,Cross rIVer,Calabar south,Three (3)
2064,Cross rIVer,Calabar south,Twelve (12)
2065,Cross rIVer,Calabar south,Two (2)
2066,Cross rIVer,Etung,Abia
2067,Cross rIVer,Etung,Abijang
2068,Cross rIVer,Etung,Agbokim
2069,Cross rIVer,Etung,Ajassor
2070,Cross rIVer,Etung,Bendeghe Ekiem
2071,Cross rIVer,Etung,Effraya
2072,Cross rIVer,Etung,Etomi
2073,Cross rIVer,Etung,Itaka
2074,Cross rIVer,Etung,Mkpot/Ayuk Aba
2075,Cross rIVer,Etung,Nsofang
2076,Cross rIVer,Ikom,Abanyum
2077,Cross rIVer,Ikom,Akparabong
2078,Cross rIVer,Ikom,Ikom Urban I
2079,Cross rIVer,Ikom,Ikom Urban II
2080,Cross rIVer,Ikom,Nde
2081,Cross rIVer,Ikom,Nnam
2082,Cross rIVer,Ikom,Nta/Nselle
2083,Cross rIVer,Ikom,Ofutop I
2084,Cross rIVer,Ikom,Ofutop II
2085,Cross rIVer,Ikom,Olulumo
2086,Cross rIVer,Ikom,Yala/Nkum
2087,Cross rIVer,Obanliku,Basang
2088,Cross rIVer,Obanliku,Bebi
2089,Cross rIVer,Obanliku,Becheve
2090,Cross rIVer,Obanliku,Bendi I
2091,Cross rIVer,Obanliku,Bendi II
2092,Cross rIVer,Obanliku,Bishiri North
2093,Cross rIVer,Obanliku,Bishiri South
2094,Cross rIVer,Obanliku,Bisu
2095,Cross rIVer,Obanliku,Busi
2096,Cross rIVer,Obanliku,Utanga
2097,Cross rIVer,Obubra,Ababene
2098,Cross rIVer,Obubra,Apiapum
2099,Cross rIVer,Obubra,Iyamoyong
2100,Cross rIVer,Obubra,Obubra Urban
2101,Cross rIVer,Obubra,Ochon
2102,Cross rIVer,Obubra,Ofat
2103,Cross rIVer,Obubra,Ofodua
2104,Cross rIVer,Obubra,Ofumbongha/Yala
2105,Cross rIVer,Obubra,Osopong I
2106,Cross rIVer,Obubra,Osopong II
2107,Cross rIVer,Obubra,Ovonum
2108,Cross rIVer,Obudu,Alege/Ubang
2109,Cross rIVer,Obudu,Angiaba / Begiaka
2110,Cross rIVer,Obudu,Begiading
2111,Cross rIVer,Obudu,Ipong
2112,Cross rIVer,Obudu,Obudu Urban I
2113,Cross rIVer,Obudu,Obudu Urban II
2114,Cross rIVer,Obudu,Ukpe
2115,Cross rIVer,Obudu,Utugwang Central
2116,Cross rIVer,Obudu,Utugwang North
